"COUNTRY.Name","INDICATOR.Name","TYPE_OF_TRANSFORMATION.Name","FREQUENCY.Name","TIME_PERIOD","OBS_VALUE"
"Saudi Arabia","Loan Accounts, Commercial banks","Number","Annual","2017","6695286"
"Saudi Arabia","Loan Accounts, Commercial banks","Number","Annual","2018","6747095"
"Saudi Arabia","Loan Accounts, Commercial banks","Number","Annual","2019","5174270"
"Saudi Arabia","Loan Accounts, Commercial banks","Number","Annual","2020","5609161"
"Saudi Arabia","Loan Accounts, Commercial banks","Number","Annual","2021","7115123"
"Saudi Arabia","Loan Accounts, Commercial banks","Number","Annual","2022","10075463"
"Saudi Arabia","Loan Accounts, Commercial banks","Number","Annual","2023","11379806"
"Solomon Islands","Loan Accounts, Commercial banks","Number","Annual","2016","11004"
"Solomon Islands","Loan Accounts, Commercial banks","Number","Annual","2017","10356"
"Solomon Islands","Loan Accounts, Commercial banks","Number","Annual","2018","33685"
"Solomon Islands","Loan Accounts, Commercial banks","Number","Annual","2019","38824"
"Solomon Islands","Loan Accounts, Commercial banks","Number","Annual","2020","35862"
"Solomon Islands","Loan Accounts, Commercial banks","Number","Annual","2021","19302"
"Solomon Islands","Loan Accounts, Commercial banks","Number","Annual","2022","19875"
"Solomon Islands","Loan Accounts, Commercial banks","Number","Annual","2023","20651"
"El Salvador","Loan Accounts, Commercial banks","Number","Annual","2016","1752598"
"El Salvador","Loan Accounts, Commercial banks","Number","Annual","2017","1814670"
"El Salvador","Loan Accounts, Commercial banks","Number","Annual","2018","1905567"
"El Salvador","Loan Accounts, Commercial banks","Number","Annual","2019","1994634"
"El Salvador","Loan Accounts, Commercial banks","Number","Annual","2020","2206721"
"El Salvador","Loan Accounts, Commercial banks","Number","Annual","2021","2057367"
"El Salvador","Loan Accounts, Commercial banks","Number","Annual","2022","2132698"
"El Salvador","Loan Accounts, Commercial banks","Number","Annual","2023","2312038"
"San Marino, Republic of","Loan Accounts, Commercial banks","Number","Annual","2016","23914"
"San Marino, Republic of","Loan Accounts, Commercial banks","Number","Annual","2017","25257"
"San Marino, Republic of","Loan Accounts, Commercial banks","Number","Annual","2018","24290"
"San Marino, Republic of","Loan Accounts, Commercial banks","Number","Annual","2019","21646"
"San Marino, Republic of","Loan Accounts, Commercial banks","Number","Annual","2020","20388"
"San Marino, Republic of","Loan Accounts, Commercial banks","Number","Annual","2021","19435"
"San Marino, Republic of","Loan Accounts, Commercial banks","Number","Annual","2022","19198"
"San Marino, Republic of","Loan Accounts, Commercial banks","Number","Annual","2023","17224"
"Serbia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2016","4381510"
"Serbia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2017","4394388"
"Serbia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2018","4389367"
"Serbia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2019","4482035"
"Serbia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2020","4703574"
"Serbia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2021","4420389"
"Serbia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2022","4450511"
"Serbia, Republic of","Loan Accounts, Commercial banks","Number","Annual","2023","4308047"
"South Sudan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2016","8215"
"South Sudan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2017","4581"
"South Sudan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2018","4115"
"South Sudan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2019","3687"
"South Sudan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2020","7817"
"South Sudan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2021","4255"
"South Sudan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2022","5610"
"South Sudan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2023","8103"
"São Tomé and Príncipe, Democratic Republic of","Loan Accounts, Commercial banks","Number","Annual","2016","16187"
"São Tomé and Príncipe, Democratic Republic of","Loan Accounts, Commercial banks","Number","Annual","2017","19604"
"São Tomé and Príncipe, Democratic Republic of","Loan Accounts, Commercial banks","Number","Annual","2018","17475"
"São Tomé and Príncipe, Democratic Republic of","Loan Accounts, Commercial banks","Number","Annual","2019","18371"
"São Tomé and Príncipe, Democratic Republic of","Loan Accounts, Commercial banks","Number","Annual","2020","17791"
"São Tomé and Príncipe, Democratic Republic of","Loan Accounts, Commercial banks","Number","Annual","2021","22081"
"São Tomé and Príncipe, Democratic Republic of","Loan Accounts, Commercial banks","Number","Annual","2022","12986"
"Suriname","Loan Accounts, Commercial banks","Number","Annual","2016","85127"
"Suriname","Loan Accounts, Commercial banks","Number","Annual","2017","91034"
"Suriname","Loan Accounts, Commercial banks","Number","Annual","2018","92656"
"Suriname","Loan Accounts, Commercial banks","Number","Annual","2019","91127"
"Suriname","Loan Accounts, Commercial banks","Number","Annual","2020","72644.718"
"Suriname","Loan Accounts, Commercial banks","Number","Annual","2021","69837.387"
"Suriname","Loan Accounts, Commercial banks","Number","Annual","2022","84969.979"
"Suriname","Loan Accounts, Commercial banks","Number","Annual","2023","85606.462"
"Eswatini, Kingdom of","Loan Accounts, Commercial banks","Number","Annual","2016","138566"
"Eswatini, Kingdom of","Loan Accounts, Commercial banks","Number","Annual","2017","140844"
"Eswatini, Kingdom of","Loan Accounts, Commercial banks","Number","Annual","2018","96925"
"Eswatini, Kingdom of","Loan Accounts, Commercial banks","Number","Annual","2019","96900"
"Eswatini, Kingdom of","Loan Accounts, Commercial banks","Number","Annual","2020","95695"
"Eswatini, Kingdom of","Loan Accounts, Commercial banks","Number","Annual","2021","151712"
"Eswatini, Kingdom of","Loan Accounts, Commercial banks","Number","Annual","2022","177305"
"Seychelles","Loan Accounts, Commercial banks","Number","Annual","2016","18971"
"Seychelles","Loan Accounts, Commercial banks","Number","Annual","2017","24102"
"Seychelles","Loan Accounts, Commercial banks","Number","Annual","2018","28326"
"Seychelles","Loan Accounts, Commercial banks","Number","Annual","2019","30688"
"Seychelles","Loan Accounts, Commercial banks","Number","Annual","2020","29678"
"Seychelles","Loan Accounts, Commercial banks","Number","Annual","2021","27606"
"Seychelles","Loan Accounts, Commercial banks","Number","Annual","2022","30323"
"Chad","Loan Accounts, Commercial banks","Number","Annual","2016","102340"
"Chad","Loan Accounts, Commercial banks","Number","Annual","2017","95934"
"Chad","Loan Accounts, Commercial banks","Number","Annual","2018","99923"
"Chad","Loan Accounts, Commercial banks","Number","Annual","2019","82952"
"Chad","Loan Accounts, Commercial banks","Number","Annual","2020","78015"
"Chad","Loan Accounts, Commercial banks","Number","Annual","2021","92707"
"Chad","Loan Accounts, Commercial banks","Number","Annual","2022","92112"
"Togo","Loan Accounts, Commercial banks","Number","Annual","2019","164361"
"Togo","Loan Accounts, Commercial banks","Number","Annual","2020","171330"
"Togo","Loan Accounts, Commercial banks","Number","Annual","2021","169726"
"Togo","Loan Accounts, Commercial banks","Number","Annual","2022","161262"
"Thailand","Loan Accounts, Commercial banks","Number","Annual","2016","24337801"
"Thailand","Loan Accounts, Commercial banks","Number","Annual","2017","24125911"
"Thailand","Loan Accounts, Commercial banks","Number","Annual","2018","25378871"
"Thailand","Loan Accounts, Commercial banks","Number","Annual","2019","27357712"
"Thailand","Loan Accounts, Commercial banks","Number","Annual","2020","27834089"
"Thailand","Loan Accounts, Commercial banks","Number","Annual","2021","29000997"
"Thailand","Loan Accounts, Commercial banks","Number","Annual","2022","26880336"
"Thailand","Loan Accounts, Commercial banks","Number","Annual","2023","27216164"
"Tonga","Loan Accounts, Commercial banks","Number","Annual","2016","11238"
"Tonga","Loan Accounts, Commercial banks","Number","Annual","2017","10707"
"Tonga","Loan Accounts, Commercial banks","Number","Annual","2018","9684"
"Trinidad and Tobago","Loan Accounts, Commercial banks","Number","Annual","2016","733075"
"Trinidad and Tobago","Loan Accounts, Commercial banks","Number","Annual","2017","710264"
"Trinidad and Tobago","Loan Accounts, Commercial banks","Number","Annual","2018","678972.8"
"Trinidad and Tobago","Loan Accounts, Commercial banks","Number","Annual","2019","693901.8"
"Trinidad and Tobago","Loan Accounts, Commercial banks","Number","Annual","2020","701452.5"
"Trinidad and Tobago","Loan Accounts, Commercial banks","Number","Annual","2021","685900.2"
"Trinidad and Tobago","Loan Accounts, Commercial banks","Number","Annual","2022","668727.5"
"Trinidad and Tobago","Loan Accounts, Commercial banks","Number","Annual","2023","695122.5"
"Tanzania, United Republic of","Loan Accounts, Commercial banks","Number","Annual","2018","961486"
"Tanzania, United Republic of","Loan Accounts, Commercial banks","Number","Annual","2019","3123135"
"Tanzania, United Republic of","Loan Accounts, Commercial banks","Number","Annual","2020","2140417"
"Tanzania, United Republic of","Loan Accounts, Commercial banks","Number","Annual","2021","3185734"
"Tanzania, United Republic of","Loan Accounts, Commercial banks","Number","Annual","2022","1239128"
"Uganda","Loan Accounts, Commercial banks","Number","Annual","2016","735871"
"Uganda","Loan Accounts, Commercial banks","Number","Annual","2017","687928"
"Uganda","Loan Accounts, Commercial banks","Number","Annual","2018","1658859"
"Uganda","Loan Accounts, Commercial banks","Number","Annual","2019","1532195"
"Uganda","Loan Accounts, Commercial banks","Number","Annual","2020","1423585"
"Uganda","Loan Accounts, Commercial banks","Number","Annual","2021","1391889"
"Uganda","Loan Accounts, Commercial banks","Number","Annual","2022","1211495"
"Uganda","Loan Accounts, Commercial banks","Number","Annual","2023","1153044"
"Uzbekistan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2016","2743433"
"Uzbekistan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2017","3541395"
"Uzbekistan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2018","4652595"
"Uzbekistan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2019","6472243"
"Uzbekistan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2020","8059810"
"Uzbekistan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2021","10242966"
"Uzbekistan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2022","12873637"
"Uzbekistan, Republic of","Loan Accounts, Commercial banks","Number","Annual","2023","16791185"
"Vanuatu","Loan Accounts, Commercial banks","Number","Annual","2016","29373"
"Vanuatu","Loan Accounts, Commercial banks","Number","Annual","2017","31894"
"Vanuatu","Loan Accounts, Commercial banks","Number","Annual","2018","33455"
"Vanuatu","Loan Accounts, Commercial banks","Number","Annual","2019","35163"
"Vanuatu","Loan Accounts, Commercial banks","Number","Annual","2020","15824"
"Vanuatu","Loan Accounts, Commercial banks","Number","Annual","2021","18642"
"West Bank and Gaza","Loan Accounts, Commercial banks","Number","Annual","2016","428837"
"West Bank and Gaza","Loan Accounts, Commercial banks","Number","Annual","2017","471298"
"West Bank and Gaza","Loan Accounts, Commercial banks","Number","Annual","2018","502381"
"West Bank and Gaza","Loan Accounts, Commercial banks","Number","Annual","2019","610169.307475317"
"West Bank and Gaza","Loan Accounts, Commercial banks","Number","Annual","2020","689865.215"
"West Bank and Gaza","Loan Accounts, Commercial banks","Number","Annual","2021","953702.73713754"
"West Bank and Gaza","Loan Accounts, Commercial banks","Number","Annual","2022","1029469.10495032"
"West Bank and Gaza","Loan Accounts, Commercial banks","Number","Annual","2023","1098394"
"Samoa","Loan Accounts, Commercial banks","Number","Annual","2016","16239"
"Samoa","Loan Accounts, Commercial banks","Number","Annual","2017","17275"
"Samoa","Loan Accounts, Commercial banks","Number","Annual","2018","19449"
"Samoa","Loan Accounts, Commercial banks","Number","Annual","2019","19890"
"Samoa","Loan Accounts, Commercial banks","Number","Annual","2020","16118"
"Samoa","Loan Accounts, Commercial banks","Number","Annual","2021","15570"
"Samoa","Loan Accounts, Commercial banks","Number","Annual","2022","15969"
"Samoa","Loan Accounts, Commercial banks","Number","Annual","2023","22192"
"South Africa","Loan Accounts, Commercial banks","Number","Annual","2016","15361366"
"South Africa","Loan Accounts, Commercial banks","Number","Annual","2017","15703909"
"South Africa","Loan Accounts, Commercial banks","Number","Annual","2018","16286366"
"South Africa","Loan Accounts, Commercial banks","Number","Annual","2019","17820014"
"South Africa","Loan Accounts, Commercial banks","Number","Annual","2020","21312147"
"South Africa","Loan Accounts, Commercial banks","Number","Annual","2021","22070578"
"South Africa","Loan Accounts, Commercial banks","Number","Annual","2022","24013447"
"South Africa","Loan Accounts, Commercial banks","Number","Annual","2023","25450305"
"Zambia","Loan Accounts, Commercial banks","Number","Annual","2016","222604"
"Zambia","Loan Accounts, Commercial banks","Number","Annual","2017","225183"
"Zambia","Loan Accounts, Commercial banks","Number","Annual","2018","214412"
"Zambia","Loan Accounts, Commercial banks","Number","Annual","2019","228423"
"Zambia","Loan Accounts, Commercial banks","Number","Annual","2020","222175"
"Zambia","Loan Accounts, Commercial banks","Number","Annual","2021","358797"
"Zambia","Loan Accounts, Commercial banks","Number","Annual","2022","537587"
"Zimbabwe","Loan Accounts, Commercial banks","Number","Annual","2016","303715"
"Zimbabwe","Loan Accounts, Commercial banks","Number","Annual","2017","356885"
"Zimbabwe","Loan Accounts, Commercial banks","Number","Annual","2018","1202585"
"Zimbabwe","Loan Accounts, Commercial banks","Number","Annual","2019","922405"
"Zimbabwe","Loan Accounts, Commercial banks","Number","Annual","2020","587733"
"Zimbabwe","Loan Accounts, Commercial banks","Number","Annual","2021","580981"
"Zimbabwe","Loan Accounts, Commercial banks","Number","Annual","2022","503992"
"Zimbabwe","Loan Accounts, Commercial banks","Number","Annual","2023","489163"
